Country,Budget,Currency
GE,54,PLN
US,69,RON
CH,62,RON
AU,62,RON
GB,80,RON
DE,80,RON
DK,64,RON
AT,55,RON
NO,55,RON
CA,64,RON
NL,64,RON
SE,64,RON
IE,50,RON
BE,50,RON
FI,50,RON
FR,64,RON
NZ,55,RON
HK,27,RON
CZ,55,RON
SK,50,RON
AE,64,RON
SG,64,RON
IL,64,RON
KW,30,RON
IT,62,RON
JP,80,RON
ES,62,RON
VE,62,RON
HU,50,RON
PT,55,RON
GR,55,RON
KR,27,RON
TW,55,RON
PL,25,RON
ZM,62,RON
PR,62,RON
CI,62,RON
RO,50,RON
BH,30,RON
PA,62,RON
GH,62,RON
KH,62,RON
SN,62,RON
SA,30,RON
RU,64,RON
UG,62,RON
BR,25,RON
NI,62,RON
MG,62,RON
DO,62,RON
MX,27,RON
OM,30,RON
CM,62,RON
ZA,62,RON
CL,62,RON
KE,62,RON
NP,62,RON
PE,62,RON
UA,62,RON
MZ,62,RON
TZ,62,RON
AO,62,RON
JO,30,RON
ZW,62,RON
TR,50,RON
MU,62,RON
SV,62,RON
TH,27,RON
CO,62,RON
LK,62,RON
CR,62,RON
AR,30,RON
MA,30,RON
MY,62,RON
KZ,62,RON
DZ,30,RON
ID,30,RON
NG,62,RON
GT,62,RON
VN,25,RON
BY,62,RON
EG,30,RON
UY,62,RON
BD,62,RON
PK,62,RON
PH,62,RON
ET,62,RON
TN,30,RON
LB,30,RON
IN,25,RON
PY,62,RON
UZ,62,RON
EC,62,RON
MM,62,RON
GE,62,RON
US,1612,RSD
CH,1451,RSD
AU,1451,RSD
GB,1880,RSD
DE,1880,RSD
DK,1504,RSD
AT,1289,RSD
NO,1289,RSD
CA,1504,RSD
NL,1504,RSD
SE,1504,RSD
IE,1182,RSD
BE,1182,RSD
FI,1182,RSD
FR,1504,RSD
NZ,1289,RSD
HK,645,RSD
CZ,1289,RSD
SK,1182,RSD
AE,1504,RSD
SG,1504,RSD
IL,1504,RSD
KW,698,RSD
IT,1451,RSD
JP,1880,RSD
ES,1451,RSD
VE,1451,RSD
HU,1182,RSD
PT,1289,RSD
GR,1289,RSD
KR,645,RSD
TW,1289,RSD
PL,591,RSD
ZM,1451,RSD
PR,1451,RSD
CI,1451,RSD
RO,1182,RSD
BH,698,RSD
PA,1451,RSD
GH,1451,RSD
KH,1451,RSD
SN,1451,RSD
SA,698,RSD
RU,1504,RSD
UG,1451,RSD
BR,591,RSD
NI,1451,RSD
MG,1451,RSD
DO,1451,RSD
MX,645,RSD
OM,698,RSD
CM,1451,RSD
ZA,1451,RSD
CL,1451,RSD
KE,1451,RSD
NP,1451,RSD
PE,1451,RSD
UA,1451,RSD
MZ,1451,RSD
TZ,1451,RSD
AO,1451,RSD
JO,698,RSD
ZW,1451,RSD
TR,1182,RSD
MU,1451,RSD
SV,1451,RSD
TH,645,RSD
CO,1451,RSD
LK,1451,RSD
CR,1451,RSD
AR,698,RSD
MA,698,RSD
MY,1451,RSD
KZ,1451,RSD
DZ,698,RSD
ID,698,RSD
NG,1451,RSD
GT,1451,RSD
VN,591,RSD
BY,1451,RSD
EG,698,RSD
UY,1451,RSD
BD,1451,RSD
PK,1451,RSD
PH,1451,RSD
ET,1451,RSD
TN,698,RSD
LB,698,RSD
IN,591,RSD
PY,1451,RSD
UZ,1451,RSD
EC,1451,RSD
MM,1451,RSD
GE,1451,RSD
US,1326,RUB
CH,1193,RUB
AU,1193,RUB
GB,1547,RUB
DE,1547,RUB
DK,1238,RUB
AT,1061,RUB
NO,1061,RUB
CA,1238,RUB
NL,1238,RUB
SE,1238,RUB
IE,972,RUB
BE,972,RUB
FI,972,RUB
FR,1238,RUB
NZ,1061,RUB
HK,530,RUB
CZ,1061,RUB
SK,972,RUB
AE,1238,RUB
SG,1238,RUB
IL,1238,RUB
KW,575,RUB
IT,1193,RUB
JP,1547,RUB
ES,1193,RUB
VE,1193,RUB
HU,972,RUB
PT,1061,RUB
GR,1061,RUB
KR,530,RUB
TW,1061,RUB
PL,486,RUB
ZM,1193,RUB
PR,1193,RUB
CI,1193,RUB
RO,972,RUB
BH,575,RUB
PA,1193,RUB
GH,1193,RUB
KH,1193,RUB
SN,1193,RUB
SA,575,RUB
RU,1238,RUB
UG,1193,RUB
BR,486,RUB
NI,1193,RUB
MG,1193,RUB
DO,1193,RUB
MX,530,RUB
OM,575,RUB
CM,1193,RUB
ZA,1193,RUB
CL,1193,RUB
KE,1193,RUB
NP,1193,RUB
PE,1193,RUB
UA,1193,RUB
MZ,1193,RUB
TZ,1193,RUB
AO,1193,RUB
JO,575,RUB
ZW,1193,RUB
TR,972,RUB
MU,1193,RUB
SV,1193,RUB
TH,530,RUB
CO,1193,RUB
LK,1193,RUB
CR,1193,RUB
AR,575,RUB
MA,575,RUB
MY,1193,RUB
KZ,1193,RUB
DZ,575,RUB
ID,575,RUB
NG,1193,RUB
GT,1193,RUB
VN,486,RUB
BY,1193,RUB
EG,575,RUB
UY,1193,RUB
BD,1193,RUB
PK,1193,RUB
PH,1193,RUB
ET,1193,RUB
TN,575,RUB
LB,575,RUB
IN,486,RUB
PY,1193,RUB
UZ,1193,RUB
EC,1193,RUB
MM,1193,RUB
GE,1193,RUB
US,56,SAR
CH,51,SAR
AU,51,SAR
GB,66,SAR
DE,66,SAR
DK,53,SAR
AT,45,SAR
NO,45,SAR
CA,53,SAR
NL,53,SAR
SE,53,SAR
IE,41,SAR
BE,41,SAR
FI,41,SAR
FR,53,SAR
NZ,45,SAR
HK,23,SAR
CZ,45,SAR
SK,41,SAR
AE,53,SAR
SG,53,SAR
IL,53,SAR
KW,24,SAR
IT,51,SAR
JP,66,SAR
ES,51,SAR
VE,51,SAR
HU,41,SAR
PT,45,SAR
GR,45,SAR
KR,23,SAR
TW,45,SAR
PL,21,SAR
ZM,51,SAR
PR,51,SAR
CI,51,SAR
RO,41,SAR
BH,24,SAR
PA,51,SAR
GH,51,SAR
KH,51,SAR
SN,51,SAR
SA,24,SAR
RU,53,SAR
UG,51,SAR
BR,21,SAR
NI,51,SAR
MG,51,SAR
DO,51,SAR
MX,23,SAR
OM,24,SAR
CM,51,SAR
ZA,51,SAR
CL,51,SAR
KE,51,SAR
NP,51,SAR
PE,51,SAR
UA,51,SAR
MZ,51,SAR
TZ,51,SAR
AO,51,SAR
JO,24,SAR
ZW,51,SAR
TR,41,SAR
MU,51,SAR
SV,51,SAR
TH,23,SAR
CO,51,SAR
LK,51,SAR
CR,51,SAR
AR,24,SAR
MA,24,SAR
MY,51,SAR
KZ,51,SAR
DZ,24,SAR
ID,24,SAR
NG,51,SAR
GT,51,SAR
VN,21,SAR
BY,51,SAR
EG,24,SAR
UY,51,SAR
BD,51,SAR
PK,51,SAR
PH,51,SAR
ET,51,SAR
TN,24,SAR
LB,24,SAR
IN,21,SAR
PY,51,SAR
UZ,51,SAR
EC,51,SAR
MM,51,SAR
GE,51,SAR
US,157,SEK
CH,142,SEK
AU,142,SEK
GB,183,SEK
DE,183,SEK
DK,147,SEK
AT,126,SEK
NO,126,SEK
CA,147,SEK
NL,147,SEK
SE,147,SEK
IE,115,SEK
BE,115,SEK
FI,115,SEK
FR,147,SEK
NZ,126,SEK
HK,63,SEK
CZ,126,SEK
SK,115,SEK
AE,147,SEK
SG,147,SEK
IL,147,SEK
KW,68,SEK
IT,142,SEK
JP,183,SEK
ES,142,SEK
VE,142,SEK
HU,115,SEK
PT,126,SEK
GR,126,SEK
KR,63,SEK
TW,126,SEK
PL,58,SEK
ZM,142,SEK
PR,142,SEK
CI,142,SEK
RO,115,SEK
BH,68,SEK
PA,142,SEK
GH,142,SEK
KH,142,SEK
SN,142,SEK
SA,68,SEK
RU,147,SEK
UG,142,SEK
BR,58,SEK
NI,142,SEK
MG,142,SEK
DO,142,SEK
MX,63,SEK
OM,68,SEK
CM,142,SEK
ZA,142,SEK
CL,142,SEK
KE,142,SEK
NP,142,SEK
PE,142,SEK
UA,142,SEK
MZ,142,SEK
TZ,142,SEK
AO,142,SEK
JO,68,SEK
ZW,142,SEK
TR,115,SEK
MU,142,SEK
SV,142,SEK
TH,63,SEK
CO,142,SEK
LK,142,SEK
CR,142,SEK
AR,68,SEK
MA,68,SEK
MY,142,SEK
KZ,142,SEK
DZ,68,SEK
ID,68,SEK
NG,142,SEK
GT,142,SEK
VN,58,SEK
BY,142,SEK
EG,68,SEK
UY,142,SEK
BD,142,SEK
PK,142,SEK
PH,142,SEK
ET,142,SEK
TN,68,SEK
LB,68,SEK
IN,58,SEK
PY,142,SEK
UZ,142,SEK
EC,142,SEK
MM,142,SEK
GE,142,SEK
US,20,SGD
CH,18,SGD
AU,18,SGD
GB,23,SGD
DE,23,SGD
DK,19,SGD
AT,16,SGD
NO,16,SGD
CA,19,SGD
NL,19,SGD
SE,19,SGD
IE,15,SGD
BE,15,SGD
FI,15,SGD
FR,19,SGD
NZ,16,SGD
HK,8,SGD
CZ,16,SGD
SK,15,SGD
AE,19,SGD
SG,19,SGD
IL,19,SGD
KW,9,SGD
IT,18,SGD
JP,23,SGD
ES,18,SGD
VE,18,SGD
HU,15,SGD
PT,16,SGD
GR,16,SGD
KR,8,SGD
TW,16,SGD
PL,7,SGD
ZM,18,SGD
PR,18,SGD
CI,18,SGD
RO,15,SGD
BH,9,SGD
PA,18,SGD
GH,18,SGD
KH,18,SGD
SN,18,SGD
SA,9,SGD
RU,19,SGD
UG,18,SGD
BR,7,SGD
NI,18,SGD
MG,18,SGD
DO,18,SGD
MX,8,SGD
OM,9,SGD
CM,18,SGD
ZA,18,SGD
CL,18,SGD
KE,18,SGD
NP,18,SGD
PE,18,SGD
UA,18,SGD
MZ,18,SGD
TZ,18,SGD
AO,18,SGD
JO,9,SGD
ZW,18,SGD
TR,15,SGD
MU,18,SGD
SV,18,SGD
TH,8,SGD
CO,18,SGD
LK,18,SGD
CR,18,SGD
AR,9,SGD
MA,9,SGD
MY,18,SGD
KZ,18,SGD
DZ,9,SGD
ID,9,SGD
NG,18,SGD
GT,18,SGD
VN,7,SGD
BY,18,SGD
EG,9,SGD
UY,18,SGD
BD,18,SGD
PK,18,SGD
PH,18,SGD
ET,18,SGD
TN,9,SGD
LB,9,SGD
IN,7,SGD
PY,18,SGD
UZ,18,SGD
EC,18,SGD
MM,18,SGD
GE,18,SGD
US,529,THB
CH,476,THB
AU,476,THB
GB,617,THB
DE,617,THB
DK,494,THB
AT,423,THB
NO,423,THB
CA,494,THB
NL,494,THB
SE,494,THB
IE,388,THB
BE,388,THB
FI,388,THB
FR,494,THB
NZ,423,THB
HK,212,THB
CZ,423,THB
SK,388,THB
AE,494,THB
SG,494,THB
IL,494,THB
KW,229,THB
IT,476,THB
JP,617,THB
ES,476,THB
VE,476,THB
HU,388,THB
PT,423,THB
GR,423,THB
KR,212,THB
TW,423,THB
PL,194,THB
ZM,476,THB
PR,476,THB
CI,476,THB
RO,388,THB
BH,229,THB
PA,476,THB
GH,476,THB
KH,476,THB
SN,476,THB
SA,229,THB
RU,494,THB
UG,476,THB
BR,194,THB
NI,476,THB
MG,476,THB
DO,476,THB
MX,212,THB
OM,229,THB
CM,476,THB
ZA,476,THB
CL,476,THB
KE,476,THB
NP,476,THB
PE,476,THB
UA,476,THB
MZ,476,THB
TZ,476,THB
AO,476,THB
JO,229,THB
ZW,476,THB
TR,388,THB
MU,476,THB
SV,476,THB
TH,212,THB
CO,476,THB
LK,476,THB
CR,476,THB
AR,229,THB
MA,229,THB
MY,476,THB
KZ,476,THB
DZ,229,THB
ID,229,THB
NG,476,THB
GT,476,THB
VN,194,THB
BY,476,THB
EG,229,THB
UY,476,THB
BD,476,THB
PK,476,THB
PH,476,THB
ET,476,THB
TN,229,THB
LB,229,THB
IN,194,THB
PY,476,THB
UZ,476,THB
EC,476,THB
MM,476,THB
GE,476,THB
US,433,TRY
CH,389,TRY
AU,389,TRY
GB,505,TRY
DE,505,TRY
DK,404,TRY
AT,346,TRY
NO,346,TRY
CA,404,TRY
NL,404,TRY
SE,404,TRY
IE,317,TRY
BE,317,TRY
FI,317,TRY
FR,404,TRY
NZ,346,TRY
HK,173,TRY
CZ,346,TRY
SK,317,TRY
AE,404,TRY
SG,404,TRY
IL,404,TRY
KW,187,TRY
IT,389,TRY
JP,505,TRY
ES,389,TRY
VE,389,TRY
HU,317,TRY
PT,346,TRY
GR,346,TRY
KR,173,TRY
TW,346,TRY
PL,159,TRY
ZM,389,TRY
PR,389,TRY
CI,389,TRY
RO,317,TRY
BH,187,TRY
PA,389,TRY
GH,389,TRY
KH,389,TRY
SN,389,TRY
SA,187,TRY
RU,404,TRY
UG,389,TRY
BR,159,TRY
NI,389,TRY
MG,389,TRY
DO,389,TRY
MX,173,TRY
OM,187,TRY
CM,389,TRY
ZA,389,TRY
CL,389,TRY
KE,389,TRY
NP,389,TRY
PE,389,TRY
UA,389,TRY
MZ,389,TRY
TZ,389,TRY
AO,389,TRY
JO,187,TRY
ZW,389,TRY
TR,317,TRY
MU,389,TRY
SV,389,TRY
TH,173,TRY
CO,389,TRY
LK,389,TRY
CR,389,TRY
AR,187,TRY
MA,187,TRY
MY,389,TRY
KZ,389,TRY
DZ,187,TRY
ID,187,TRY
NG,389,TRY
GT,389,TRY
VN,159,TRY
BY,389,TRY
EG,187,TRY
UY,389,TRY
BD,389,TRY
PK,389,TRY
PH,389,TRY
ET,389,TRY
TN,187,TRY
LB,187,TRY
IN,159,TRY
PY,389,TRY
UZ,389,TRY
EC,389,TRY
MM,389,TRY
GE,389,TRY
US,475,TWD
CH,427,TWD
AU,427,TWD
GB,554,TWD
DE,554,TWD
DK,443,TWD
AT,380,TWD
NO,380,TWD
CA,443,TWD
NL,443,TWD
SE,443,TWD
IE,348,TWD
BE,348,TWD
FI,348,TWD
FR,443,TWD
NZ,380,TWD
HK,190,TWD
CZ,380,TWD
SK,348,TWD
AE,443,TWD
SG,443,TWD
IL,443,TWD
KW,206,TWD
IT,427,TWD
JP,554,TWD
ES,427,TWD
VE,427,TWD
HU,348,TWD
PT,380,TWD
GR,380,TWD
KR,190,TWD
TW,380,TWD
PL,174,TWD
ZM,427,TWD
PR,427,TWD
CI,427,TWD
RO,348,TWD
BH,206,TWD
PA,427,TWD
GH,427,TWD
KH,427,TWD
SN,427,TWD
SA,206,TWD
RU,443,TWD
UG,427,TWD
BR,174,TWD
NI,427,TWD
MG,427,TWD
DO,427,TWD
MX,190,TWD
OM,206,TWD
CM,427,TWD
ZA,427,TWD
CL,427,TWD
KE,427,TWD
NP,427,TWD
PE,427,TWD
UA,427,TWD
MZ,427,TWD
TZ,427,TWD
AO,427,TWD
JO,206,TWD
ZW,427,TWD
TR,348,TWD
MU,427,TWD
SV,427,TWD
TH,190,TWD
CO,427,TWD
LK,427,TWD
CR,427,TWD
AR,206,TWD
MA,206,TWD
MY,427,TWD
KZ,427,TWD
DZ,206,TWD
ID,206,TWD
NG,427,TWD
GT,427,TWD
VN,174,TWD
BY,427,TWD
EG,206,TWD
UY,427,TWD
BD,427,TWD
PK,427,TWD
PH,427,TWD
ET,427,TWD
TN,206,TWD
LB,206,TWD
IN,174,TWD
PY,427,TWD
UZ,427,TWD
EC,427,TWD
MM,427,TWD
GE,427,TWD
US,541,UAH
CH,487,UAH
AU,487,UAH
GB,631,UAH
DE,631,UAH
DK,505,UAH
AT,432,UAH
NO,432,UAH
CA,505,UAH
NL,505,UAH
SE,505,UAH
IE,396,UAH
BE,396,UAH
FI,396,UAH
FR,505,UAH
NZ,432,UAH
HK,216,UAH
CZ,432,UAH
SK,396,UAH
AE,505,UAH
SG,505,UAH
IL,505,UAH
KW,234,UAH
IT,487,UAH
JP,631,UAH
ES,487,UAH
VE,487,UAH
HU,396,UAH
PT,432,UAH
GR,432,UAH
KR,216,UAH
TW,432,UAH
PL,198,UAH
ZM,487,UAH
PR,487,UAH
CI,487,UAH
RO,396,UAH
BH,234,UAH
PA,487,UAH
GH,487,UAH
KH,487,UAH
SN,487,UAH
SA,234,UAH
RU,505,UAH
UG,487,UAH
BR,198,UAH
NI,487,UAH
MG,487,UAH
DO,487,UAH
MX,216,UAH
OM,234,UAH
CM,487,UAH
ZA,487,UAH
CL,487,UAH
KE,487,UAH
NP,487,UAH
PE,487,UAH
UA,487,UAH
MZ,487,UAH
TZ,487,UAH
AO,487,UAH
JO,234,UAH
ZW,487,UAH
TR,396,UAH
MU,487,UAH
SV,487,UAH
TH,216,UAH
CO,487,UAH
LK,487,UAH
CR,487,UAH
AR,234,UAH
MA,234,UAH
MY,487,UAH
KZ,487,UAH
DZ,234,UAH
ID,234,UAH
NG,487,UAH
GT,487,UAH
VN,198,UAH
BY,487,UAH
EG,234,UAH
UY,487,UAH
BD,487,UAH
PK,487,UAH
PH,487,UAH
ET,487,UAH
TN,234,UAH
LB,234,UAH
IN,198,UAH
PY,487,UAH
UZ,487,UAH
EC,487,UAH
MM,487,UAH
GE,487,UAH
US,15,USD
CH,13.5,USD
AU,13.5,USD
GB,17.5,USD
DE,17.5,USD
DK,14,USD
AT,12,USD
NO,12,USD
CA,14,USD
NL,14,USD
SE,14,USD
IE,11,USD
BE,11,USD
FI,11,USD
FR,14,USD
NZ,12,USD
HK,6,USD
CZ,12,USD
SK,11,USD
AE,14,USD
SG,14,USD
IL,14,USD
KW,6.5,USD
IT,13.5,USD
JP,17.5,USD
ES,13.5,USD
VE,13.5,USD
HU,11,USD
PT,12,USD
GR,12,USD
KR,6,USD
TW,12,USD
PL,5.5,USD
ZM,13.5,USD
PR,13.5,USD
CI,13.5,USD
RO,11,USD
BH,6.5,USD
PA,13.5,USD
GH,13.5,USD
KH,13.5,USD
SN,13.5,USD
SA,6.5,USD
RU,14,USD
UG,13.5,USD
BR,5.5,USD
NI,13.5,USD
MG,13.5,USD
DO,13.5,USD
MX,6,USD
OM,6.5,USD
CM,13.5,USD
ZA,13.5,USD
CL,13.5,USD
KE,13.5,USD
NP,13.5,USD
PE,13.5,USD
UA,13.5,USD
MZ,13.5,USD
TZ,13.5,USD
AO,13.5,USD
JO,6.5,USD
ZW,13.5,USD
TR,11,USD
MU,13.5,USD
SV,13.5,USD
TH,6,USD
CO,13.5,USD
LK,13.5,USD
CR,13.5,USD
AR,6.5,USD
MA,6.5,USD
MY,13.5,USD
KZ,13.5,USD
DZ,6.5,USD
ID,6.5,USD
NG,13.5,USD
GT,13.5,USD
VN,5.5,USD
BY,13.5,USD
EG,6.5,USD
UY,13.5,USD
BD,13.5,USD
PK,13.5,USD
PH,13.5,USD
ET,13.5,USD
TN,6.5,USD
LB,6.5,USD
IN,5.5,USD
PY,13.5,USD
UZ,13.5,USD
EC,13.5,USD
MM,13.5,USD
GE,13.5,USD
US,363225,VND
CH,326903,VND
AU,326903,VND
GB,423763,VND
DE,423763,VND
DK,339010,VND
AT,290580,VND
NO,290580,VND
CA,339010,VND
NL,339010,VND
SE,339010,VND
IE,266365,VND
BE,266365,VND
FI,266365,VND
FR,339010,VND
NZ,290580,VND
HK,145290,VND
CZ,290580,VND
SK,266365,VND
AE,339010,VND
SG,339010,VND
IL,339010,VND
KW,157398,VND
IT,326903,VND
JP,423763,VND
ES,326903,VND
VE,326903,VND
HU,266365,VND
PT,290580,VND
GR,290580,VND
KR,145290,VND
TW,290580,VND
PL,133183,VND
ZM,326903,VND
PR,326903,VND
CI,326903,VND
RO,266365,VND
BH,157398,VND
PA,326903,VND
GH,326903,VND
KH,326903,VND
SN,326903,VND
SA,157398,VND
RU,339010,VND
UG,326903,VND
BR,133183,VND
NI,326903,VND
MG,326903,VND
DO,326903,VND
MX,145290,VND
OM,157398,VND
CM,326903,VND
ZA,326903,VND
CL,326903,VND
KE,326903,VND
NP,326903,VND
PE,326903,VND
UA,326903,VND
MZ,326903,VND
TZ,326903,VND
AO,326903,VND
JO,157398,VND
ZW,326903,VND
TR,266365,VND
MU,326903,VND
SV,326903,VND
TH,145290,VND
CO,326903,VND
LK,326903,VND
CR,326903,VND
AR,157398,VND
MA,157398,VND
MY,326903,VND
KZ,326903,VND
DZ,157398,VND
ID,157398,VND
NG,326903,VND
GT,326903,VND
VN,133183,VND
BY,326903,VND
EG,157398,VND
UY,326903,VND
BD,326903,VND
PK,326903,VND
PH,326903,VND
ET,326903,VND
TN,157398,VND
LB,157398,VND
IN,133183,VND
PY,326903,VND
UZ,326903,VND
EC,326903,VND
MM,326903,VND
GE,326903,VND
US,283,ZAR
CH,255,ZAR
AU,255,ZAR
GB,330,ZAR
DE,330,ZAR
DK,264,ZAR
AT,227,ZAR
NO,227,ZAR
CA,264,ZAR
NL,264,ZAR
SE,264,ZAR
IE,208,ZAR
BE,208,ZAR
FI,208,ZAR
FR,264,ZAR
NZ,227,ZAR
HK,113,ZAR
CZ,227,ZAR
SK,208,ZAR
AE,264,ZAR
SG,264,ZAR
IL,264,ZAR
KW,123,ZAR
IT,255,ZAR
JP,330,ZAR
ES,255,ZAR
VE,255,ZAR
HU,208,ZAR
PT,227,ZAR
GR,227,ZAR
KR,113,ZAR
TW,227,ZAR
PL,104,ZAR
ZM,255,ZAR
PR,255,ZAR
CI,255,ZAR
RO,208,ZAR
BH,123,ZAR
PA,255,ZAR
GH,255,ZAR
KH,255,ZAR
SN,255,ZAR
SA,123,ZAR
RU,264,ZAR
UG,255,ZAR
BR,104,ZAR
NI,255,ZAR
MG,255,ZAR
DO,255,ZAR
MX,113,ZAR
OM,123,ZAR
CM,255,ZAR
ZA,255,ZAR
CL,255,ZAR
KE,255,ZAR
NP,255,ZAR
PE,255,ZAR
UA,255,ZAR
MZ,255,ZAR
TZ,255,ZAR
AO,255,ZAR
JO,123,ZAR
ZW,255,ZAR
TR,208,ZAR
MU,255,ZAR
SV,255,ZAR
TH,113,ZAR
CO,255,ZAR
LK,255,ZAR
CR,255,ZAR
AR,123,ZAR
MA,123,ZAR
MY,255,ZAR
KZ,255,ZAR
DZ,123,ZAR
ID,123,ZAR
NG,255,ZAR
GT,255,ZAR
VN,104,ZAR
BY,255,ZAR
EG,123,ZAR
UY,255,ZAR
BD,255,ZAR
PK,255,ZAR
PH,255,ZAR
ET,255,ZAR
TN,123,ZAR
LB,123,ZAR
IN,104,ZAR
PY,255,ZAR
UZ,255,ZAR
EC,255,ZAR
MM,255,ZAR
GE,255,ZAR
